account_number,transaction_id,transaction_timestamp,transaction_amount,cr_dr_ind,New Beneficiary Flag,device_id,transaction_type_code
ACC000033,TXN0000011513,23/12/2023 04:31:05,66021.91,D,0,DEV0113,transfer
ACC000048,TXN0000016709,23/12/2023 04:47:38,47514.24,D,0,DEV0019,other1
ACC000018,TXN0000005838,23/12/2023 06:34:30,14127.18,D,0,DEV0110,payment
ACC000047,TXN0000016420,23/12/2023 06:36:54,3937.09,D,0,DEV0154,other3
ACC000034,TXN0000011893,23/12/2023 07:01:34,2279.96,C,0,DEV0033,other2
ACC000026,TXN0000008961,23/12/2023 08:05:32,20330.97,D,0,DEV0057,other3
ACC000018,TXN0000005839,23/12/2023 08:08:29,10964.11,D,0,DEV0086,ezpsa
ACC000018,TXN0000005840,23/12/2023 08:18:07,13361.77,D,0,DEV0110,other3
ACC000024,TXN0000008261,23/12/2023 08:27:03,7461.51,D,1,DEV0088,transfer
ACC000015,TXN0000004799,23/12/2023 08:32:12,23976.15,D,0,DEV0199,other2
ACC000024,TXN0000008260,23/12/2023 08:35:22,4040.43,D,0,DEV0078,jzzcsh
ACC000015,TXN0000004796,23/12/2023 08:35:33,17989.17,D,0,DEV0003,other2
ACC000014,TXN0000004364,23/12/2023 08:47:18,15505.96,D,0,DEV0017,payment
ACC000015,TXN0000004798,23/12/2023 08:54:21,16454.65,C,0,DEV0199,payment
ACC000014,TXN0000004360,23/12/2023 08:55:46,14921.92,C,0,DEV0138,nypy
ACC000016,TXN0000005137,23/12/2023 09:01:34,59187.48,D,0,DEV0102,jzzcsh
ACC000006,TXN0000001869,23/12/2023 09:06:26,19632.77,D,0,DEV0103,ezpsa
ACC000049,TXN0000017133,23/12/2023 09:10:53,4012.29,D,0,DEV0069,ezpsa
ACC000047,TXN0000016419,23/12/2023 09:33:28,3517.3,C,0,DEV0154,other2
ACC000045,TXN0000015838,23/12/2023 09:36:46,1504.45,D,0,DEV0139,other2
ACC000040,TXN0000013965,23/12/2023 09:38:50,18938.45,C,0,DEV0059,nypy
ACC000045,TXN0000015839,23/12/2023 09:54:21,25107.83,D,0,DEV0139,nypy
ACC000029,TXN0000010011,23/12/2023 10:03:51,24699.89,D,0,DEV0087,transfer
ACC000042,TXN0000014621,23/12/2023 10:04:28,38132.66,D,0,DEV0011,other3
ACC000048,TXN0000016711,23/12/2023 10:10:07,46692.68,C,1,DEV0019,other1
ACC000024,TXN0000008262,23/12/2023 10:11:35,6438.31,D,1,DEV0014,nypy
ACC000022,TXN0000007589,23/12/2023 10:16:00,4524.27,D,0,DEV0112,payment
ACC000015,TXN0000004797,23/12/2023 10:20:44,18499.1,D,0,DEV0199,ezpsa
ACC000021,TXN0000007199,23/12/2023 10:25:10,30918.89,D,0,DEV0172,other2
ACC000042,TXN0000014619,23/12/2023 10:37:26,42079.82,D,0,DEV0011,other3
ACC000019,TXN0000006282,23/12/2023 10:45:38,3111.54,D,1,DEV0055,other1
ACC000029,TXN0000010010,23/12/2023 10:46:59,22007.85,D,0,DEV0087,jzzcsh
ACC000042,TXN0000014618,23/12/2023 10:47:01,30160.51,D,1,DEV0130,nypy
ACC000025,TXN0000008638,23/12/2023 11:01:24,1186.75,D,0,DEV0111,other3
ACC000038,TXN0000013331,23/12/2023 11:01:50,33908.1,D,0,DEV0140,jzzcsh
ACC000033,TXN0000011514,23/12/2023 11:05:17,47521.14,D,0,DEV0113,nypy
ACC000025,TXN0000008641,23/12/2023 11:09:02,898.52,D,0,DEV0075,payment
ACC000047,TXN0000016421,23/12/2023 11:26:16,3293.45,D,0,DEV0154,nypy
ACC000023,TXN0000007957,23/12/2023 11:26:31,25048.75,D,0,DEV0005,transfer
ACC000042,TXN0000014622,23/12/2023 11:30:08,44657.73,D,0,DEV0011,ezpsa
ACC000048,TXN0000016708,23/12/2023 11:34:37,54728.62,C,0,DEV0019,ezpsa
ACC000028,TXN0000009559,23/12/2023 11:39:42,18517.4,D,0,DEV0101,other1
ACC000046,TXN0000016150,23/12/2023 11:40:23,34581.49,D,0,DEV0190,other3
ACC000007,TXN0000002142,23/12/2023 11:52:22,94397.91,C,0,DEV0098,other3
ACC000043,TXN0000014931,23/12/2023 11:53:36,4232.65,D,0,DEV0042,ezpsa
ACC000043,TXN0000014929,23/12/2023 12:06:01,10731.21,C,0,DEV0186,other1
ACC000036,TXN0000012597,23/12/2023 12:12:00,14587.76,C,0,DEV0131,other2
ACC000048,TXN0000016710,23/12/2023 12:12:09,26375.84,D,0,DEV0019,transfer
ACC000037,TXN0000012940,23/12/2023 12:42:53,42611.25,D,0,DEV0076,nypy
ACC000026,TXN0000008959,23/12/2023 12:50:33,26625.15,C,0,DEV0084,payment
ACC000043,TXN0000014930,23/12/2023 12:57:05,11279.99,D,0,DEV0042,other1
ACC000014,TXN0000004363,23/12/2023 12:58:20,9786.81,D,0,DEV0138,payment
ACC000026,TXN0000008958,23/12/2023 12:59:15,27099.28,C,0,DEV0057,other3
ACC000035,TXN0000012295,23/12/2023 13:01:35,2287.5,C,0,DEV0186,jzzcsh
ACC000025,TXN0000008639,23/12/2023 13:03:41,1162.76,D,0,DEV0075,nypy
ACC000010,TXN0000003171,23/12/2023 13:08:45,36636.18,D,0,DEV0009,other2
ACC000010,TXN0000003176,23/12/2023 13:14:42,33676.54,D,0,DEV0003,jzzcsh
ACC000022,TXN0000007590,23/12/2023 13:17:51,4312.1,D,0,DEV0112,transfer
ACC000032,TXN0000011188,23/12/2023 13:18:53,13606.19,C,0,DEV0154,ezpsa
ACC000010,TXN0000003174,23/12/2023 13:20:00,54652.88,C,0,DEV0003,nypy
ACC000005,TXN0000001485,23/12/2023 13:22:25,6250.05,C,0,DEV0187,transfer
ACC000026,TXN0000008962,23/12/2023 13:31:41,21531.8,D,0,DEV0057,jzzcsh
ACC000035,TXN0000012292,23/12/2023 13:37:53,1170.2,D,0,DEV0186,nypy
ACC000025,TXN0000008642,23/12/2023 13:38:31,635.68,D,1,DEV0111,nypy
ACC000013,TXN0000004049,23/12/2023 13:40:36,24309.81,C,0,DEV0104,ezpsa
ACC000010,TXN0000003175,23/12/2023 13:47:15,66634.12,D,0,DEV0003,nypy
ACC000035,TXN0000012293,23/12/2023 13:49:34,869.34,D,1,DEV0005,ezpsa
ACC000035,TXN0000012291,23/12/2023 13:55:12,1907.77,C,0,DEV0005,payment
ACC000044,TXN0000015341,23/12/2023 14:04:15,33244.87,D,0,DEV0060,transfer
ACC000021,TXN0000007198,23/12/2023 14:15:57,40723.66,D,0,DEV0172,payment
ACC000020,TXN0000006715,23/12/2023 14:16:52,23274.45,D,0,DEV0088,ezpsa
ACC000050,TXN0000017601,23/12/2023 14:24:07,29760.97,D,0,DEV0090,other2
ACC000020,TXN0000006714,23/12/2023 14:52:42,23763.36,D,1,DEV0082,transfer
ACC000012,TXN0000003810,23/12/2023 14:53:33,45652.73,C,0,DEV0158,payment
ACC000020,TXN0000006713,23/12/2023 14:56:38,14650.24,D,1,DEV0175,other2
ACC000027,TXN0000009224,23/12/2023 15:04:10,34292.66,D,0,DEV0068,nypy
ACC000019,TXN0000006281,23/12/2023 15:05:45,4569.29,D,0,DEV0055,nypy
ACC000002,TXN0000000482,23/12/2023 15:09:23,12837.48,C,0,DEV0178,payment
ACC000032,TXN0000011190,23/12/2023 15:14:46,7923.2,D,0,DEV0154,other1
ACC000044,TXN0000015339,23/12/2023 15:17:25,33259.64,C,0,DEV0006,other1
ACC000044,TXN0000015343,23/12/2023 15:21:05,16680.02,D,0,DEV0015,other3
ACC000002,TXN0000000483,23/12/2023 15:21:18,6880.14,D,0,DEV0086,transfer
ACC000020,TXN0000006716,23/12/2023 15:26:40,34750.76,D,0,DEV0082,payment
ACC000033,TXN0000011512,23/12/2023 15:30:30,45972.06,D,0,DEV0113,payment
ACC000022,TXN0000007588,23/12/2023 15:38:37,10199.63,C,0,DEV0057,other2
ACC000032,TXN0000011189,23/12/2023 15:39:34,18119.05,C,0,DEV0154,transfer
ACC000036,TXN0000012596,23/12/2023 15:49:59,10492.71,C,0,DEV0131,ezpsa
ACC000032,TXN0000011191,23/12/2023 15:53:00,14153.47,C,0,DEV0154,payment
ACC000050,TXN0000017600,23/12/2023 16:03:25,10100.86,D,0,DEV0090,other3
ACC000035,TXN0000012294,23/12/2023 16:04:11,1644.13,D,0,DEV0005,ezpsa
ACC000044,TXN0000015340,23/12/2023 16:10:17,22717.72,C,0,DEV0006,jzzcsh
ACC000022,TXN0000007591,23/12/2023 16:19:29,6270.78,D,0,DEV0112,other1
ACC000034,TXN0000011890,23/12/2023 16:25:35,377.01,D,0,DEV0151,nypy
ACC000025,TXN0000008640,23/12/2023 16:36:01,815.89,D,0,DEV0075,ezpsa
ACC000050,TXN0000017598,23/12/2023 16:44:13,34443.54,C,0,DEV0090,jzzcsh
ACC000050,TXN0000017597,23/12/2023 16:44:33,18296.15,C,0,DEV0090,jzzcsh
ACC000013,TXN0000004048,23/12/2023 16:56:55,46313.64,C,0,DEV0010,ezpsa
ACC000044,TXN0000015342,23/12/2023 17:01:06,26636.37,D,0,DEV0006,payment
ACC000014,TXN0000004362,23/12/2023 17:04:01,11582.15,D,1,DEV0017,payment
ACC000041,TXN0000014246,23/12/2023 17:06:57,34723.71,C,0,DEV0161,transfer
ACC000014,TXN0000004361,23/12/2023 17:16:09,19547.99,C,0,DEV0138,other3
ACC000034,TXN0000011889,23/12/2023 17:29:44,2156.32,D,0,DEV0094,transfer
ACC000006,TXN0000001871,23/12/2023 17:37:54,31396.41,D,0,DEV0150,transfer
ACC000050,TXN0000017596,23/12/2023 17:43:39,16742.95,D,0,DEV0090,ezpsa
ACC000003,TXN0000000773,23/12/2023 18:00:56,22157.46,C,0,DEV0113,other1
ACC000019,TXN0000006280,23/12/2023 18:06:23,4038.19,D,0,DEV0055,transfer
ACC000019,TXN0000006284,23/12/2023 18:13:19,5457.33,D,0,DEV0055,nypy
ACC000003,TXN0000000772,23/12/2023 18:17:01,30368.92,C,0,DEV0113,nypy
ACC000008,TXN0000002530,23/12/2023 18:20:16,24883.25,D,0,DEV0123,ezpsa
ACC000044,TXN0000015338,23/12/2023 18:20:28,18241.1,D,0,DEV0006,other1
ACC000013,TXN0000004050,23/12/2023 18:25:33,29571.95,C,0,DEV0104,other2
ACC000003,TXN0000000771,23/12/2023 18:31:04,42588.43,C,1,DEV0113,payment
ACC000050,TXN0000017599,23/12/2023 18:38:28,19690.17,D,0,DEV0090,ezpsa
ACC000034,TXN0000011892,23/12/2023 18:53:45,4281.23,C,0,DEV0151,ezpsa
ACC000034,TXN0000011891,23/12/2023 18:55:04,2416.94,D,0,DEV0151,jzzcsh
ACC000042,TXN0000014617,23/12/2023 19:08:12,36145.29,C,0,DEV0011,transfer
ACC000010,TXN0000003173,23/12/2023 19:17:41,76387.5,C,0,DEV0003,nypy
ACC000026,TXN0000008960,23/12/2023 19:34:41,35454.81,D,0,DEV0057,other2
ACC000042,TXN0000014620,23/12/2023 19:35:49,34014.0,D,1,DEV0011,payment
ACC000042,TXN0000014616,23/12/2023 19:53:52,90993.49,C,0,DEV0011,transfer
ACC000048,TXN0000016707,23/12/2023 19:59:43,62728.91,C,0,DEV0019,other1
ACC000004,TXN0000001146,23/12/2023 20:37:07,33697.69,D,0,DEV0054,nypy
ACC000034,TXN0000011888,23/12/2023 20:59:27,1651.61,D,0,DEV0033,other1
ACC000041,TXN0000014247,23/12/2023 22:50:35,39676.55,D,0,DEV0161,transfer
ACC000006,TXN0000001870,23/12/2023 23:01:07,40082.04,D,0,DEV0103,other1
ACC000003,TXN0000000770,23/12/2023 23:18:53,20772.12,D,0,DEV0113,transfer
ACC000040,TXN0000013966,23/12/2023 23:45:39,32428.5,C,0,DEV0059,other1
ACC000019,TXN0000006283,23/12/2023 23:47:56,8030.44,D,0,DEV0029,payment
ACC000029,TXN0000010009,23/12/2023 23:53:29,38834.26,D,0,DEV0125,other2
ACC000025,TXN0000008644,24/12/2023 00:39:05,898.32,D,0,DEV0075,other2
ACC000046,TXN0000016151,24/12/2023 00:39:29,50844.43,C,0,DEV0190,ezpsa
ACC000006,TXN0000001874,24/12/2023 00:41:21,21760.45,C,0,DEV0103,ezpsa
ACC000032,TXN0000011192,24/12/2023 01:31:44,8276.79,D,0,DEV0154,payment
ACC000022,TXN0000007595,24/12/2023 02:04:31,9260.67,C,0,DEV0112,payment
ACC000037,TXN0000012943,24/12/2023 02:44:17,44982.47,D,0,DEV0076,nypy
ACC000048,TXN0000016713,24/12/2023 03:02:57,26754.19,D,0,DEV0019,payment
ACC000028,TXN0000009561,24/12/2023 03:10:14,13187.13,D,0,DEV0101,ezpsa
ACC000044,TXN0000015350,24/12/2023 03:11:47,17757.82,D,0,DEV0075,other2
ACC000034,TXN0000011894,24/12/2023 05:07:49,1979.22,D,0,DEV0084,other3
ACC000044,TXN0000015348,24/12/2023 05:37:10,32500.57,D,0,DEV0006,nypy
ACC000004,TXN0000001153,24/12/2023 06:43:35,41443.71,D,0,DEV0054,payment
ACC000005,TXN0000001486,24/12/2023 06:53:32,4938.47,D,0,DEV0187,transfer
ACC000045,TXN0000015845,24/12/2023 07:15:20,15524.28,D,0,DEV0139,transfer
ACC000034,TXN0000011897,24/12/2023 07:51:18,4018.55,C,0,DEV0151,other3
ACC000038,TXN0000013333,24/12/2023 07:58:16,42522.07,D,0,DEV0140,other3
ACC000027,TXN0000009225,24/12/2023 08:04:29,39327.59,D,0,DEV0196,other2
ACC000036,TXN0000012601,24/12/2023 08:06:13,4122.72,D,0,DEV0131,payment
ACC000045,TXN0000015842,24/12/2023 08:40:31,15417.87,D,0,DEV0136,jzzcsh
ACC000028,TXN0000009560,24/12/2023 09:18:01,16842.08,D,0,DEV0101,other1
ACC000040,TXN0000013971,24/12/2023 09:22:55,43854.83,C,0,DEV0059,other1
ACC000041,TXN0000014248,24/12/2023 09:28:12,28924.95,D,1,DEV0039,jzzcsh
ACC000022,TXN0000007592,24/12/2023 09:33:40,6398.33,C,0,DEV0112,payment
ACC000006,TXN0000001875,24/12/2023 09:40:55,20823.47,D,0,DEV0103,jzzcsh
ACC000046,TXN0000016153,24/12/2023 09:43:13,26944.98,D,0,DEV0190,other1
ACC000046,TXN0000016152,24/12/2023 09:52:28,20121.97,D,0,DEV0060,other3
ACC000047,TXN0000016423,24/12/2023 09:56:29,7926.46,C,0,DEV0045,payment
ACC000004,TXN0000001152,24/12/2023 10:08:42,40575.4,D,0,DEV0054,transfer
ACC000043,TXN0000014935,24/12/2023 10:09:43,6359.45,D,0,DEV0146,transfer
ACC000048,TXN0000016715,24/12/2023 10:10:03,43676.13,C,0,DEV0097,nypy
ACC000017,TXN0000005499,24/12/2023 10:10:22,3025.31,D,0,DEV0083,other3
ACC000007,TXN0000002144,24/12/2023 10:13:06,39475.91,D,1,DEV0160,payment
ACC000042,TXN0000014623,24/12/2023 10:19:26,33810.47,D,0,DEV0011,payment
ACC000011,TXN0000003543,24/12/2023 10:19:48,16888.77,D,0,DEV0006,transfer
ACC000011,TXN0000003544,24/12/2023 10:37:11,14027.09,D,0,DEV0006,jzzcsh
ACC000050,TXN0000017602,24/12/2023 10:37:58,15874.3,D,0,DEV0090,other3
ACC000007,TXN0000002143,24/12/2023 10:43:56,50198.12,D,1,DEV0098,jzzcsh
ACC000022,TXN0000007593,24/12/2023 10:52:17,6441.86,D,0,DEV0112,other3
ACC000048,TXN0000016714,24/12/2023 10:54:59,32374.48,D,0,DEV0019,transfer
ACC000007,TXN0000002145,24/12/2023 11:03:09,38006.6,D,0,DEV0098,transfer
ACC000016,TXN0000005138,24/12/2023 11:08:33,28382.07,D,0,DEV0160,other3
ACC000045,TXN0000015843,24/12/2023 11:12:57,5845.89,D,0,DEV0139,ezpsa
ACC000030,TXN0000010370,24/12/2023 11:18:08,36900.77,C,0,DEV0129,other3
ACC000001,TXN0000000218,24/12/2023 11:18:08,24275.66,D,0,DEV0177,transfer
ACC000045,TXN0000015840,24/12/2023 11:23:38,13114.28,D,0,DEV0139,jzzcsh
ACC000030,TXN0000010368,24/12/2023 11:25:51,25821.03,D,0,DEV0129,other2
ACC000046,TXN0000016154,24/12/2023 11:27:29,20125.91,D,0,DEV0190,nypy
ACC000050,TXN0000017607,24/12/2023 11:31:14,23228.74,D,0,DEV0090,ezpsa
ACC000028,TXN0000009564,24/12/2023 11:37:26,13946.2,C,0,DEV0101,payment
ACC000028,TXN0000009563,24/12/2023 11:37:27,16436.19,D,1,DEV0101,transfer
ACC000042,TXN0000014624,24/12/2023 11:40:22,40784.33,D,0,DEV0011,other3
ACC000028,TXN0000009565,24/12/2023 11:41:28,15017.79,D,0,DEV0101,other1
ACC000014,TXN0000004365,24/12/2023 12:05:50,16760.58,D,0,DEV0017,jzzcsh
ACC000031,TXN0000010841,24/12/2023 12:09:42,32054.53,C,0,DEV0135,other1
ACC000037,TXN0000012941,24/12/2023 12:09:48,48613.87,D,0,DEV0076,transfer
ACC000011,TXN0000003545,24/12/2023 12:12:54,24978.44,C,0,DEV0065,other2
ACC000018,TXN0000005841,24/12/2023 12:14:56,10629.27,D,0,DEV0110,ezpsa
ACC000043,TXN0000014934,24/12/2023 12:16:24,10933.46,C,0,DEV0186,payment
ACC000036,TXN0000012599,24/12/2023 12:25:15,17839.93,C,0,DEV0131,other3
ACC000003,TXN0000000775,24/12/2023 12:33:44,15334.21,D,0,DEV0113,other1
ACC000004,TXN0000001148,24/12/2023 12:36:16,42526.09,C,0,DEV0054,transfer
ACC000040,TXN0000013970,24/12/2023 12:40:12,43837.29,C,0,DEV0059,other3
ACC000026,TXN0000008963,24/12/2023 12:42:46,9412.27,D,0,DEV0057,other2
ACC000043,TXN0000014932,24/12/2023 12:43:53,7077.41,D,1,DEV0138,other1
ACC000032,TXN0000011194,24/12/2023 13:05:14,11202.17,D,0,DEV0154,nypy
ACC000025,TXN0000008645,24/12/2023 13:05:46,1106.03,D,0,DEV0111,other2
ACC000004,TXN0000001149,24/12/2023 13:05:59,116362.65,C,0,DEV0054,nypy
ACC000006,TXN0000001872,24/12/2023 13:15:32,33044.26,D,1,DEV0103,payment
ACC000016,TXN0000005141,24/12/2023 13:23:22,33114.38,D,1,DEV0102,payment
ACC000035,TXN0000012296,24/12/2023 13:24:05,805.77,D,0,DEV0186,jzzcsh
ACC000016,TXN0000005139,24/12/2023 13:26:05,43546.38,D,0,DEV0102,jzzcsh
ACC000045,TXN0000015844,24/12/2023 13:34:23,15051.0,C,0,DEV0139,jzzcsh
ACC000032,TXN0000011195,24/12/2023 13:38:43,4588.65,D,0,DEV0175,other3
ACC000004,TXN0000001150,24/12/2023 13:41:25,34426.57,D,0,DEV0054,transfer
ACC000030,TXN0000010367,24/12/2023 13:48:26,65463.84,C,0,DEV0129,transfer
ACC000013,TXN0000004054,24/12/2023 13:48:50,18332.2,D,0,DEV0010,payment
ACC000032,TXN0000011193,24/12/2023 13:56:02,7958.21,D,1,DEV0154,jzzcsh
ACC000015,TXN0000004800,24/12/2023 13:57:32,20717.79,D,0,DEV0003,other3
ACC000047,TXN0000016424,24/12/2023 13:59:54,3032.15,D,0,DEV0154,jzzcsh
ACC000020,TXN0000006718,24/12/2023 14:00:46,25536.15,D,0,DEV0175,payment
ACC000001,TXN0000000220,24/12/2023 14:08:46,16152.22,D,0,DEV0177,jzzcsh
ACC000049,TXN0000017136,24/12/2023 14:14:59,1153.54,D,1,DEV0069,transfer
ACC000044,TXN0000015347,24/12/2023 14:18:39,54871.6,C,1,DEV0006,nypy
ACC000049,TXN0000017135,24/12/2023 14:29:49,2118.12,D,0,DEV0069,other1
ACC000020,TXN0000006717,24/12/2023 14:42:00,27454.01,D,0,DEV0175,payment
ACC000031,TXN0000010842,24/12/2023 14:45:18,24356.92,D,0,DEV0135,nypy
ACC000022,TXN0000007594,24/12/2023 14:45:40,3511.01,D,0,DEV0112,ezpsa
ACC000050,TXN0000017603,24/12/2023 14:48:06,24609.29,D,0,DEV0090,payment
ACC000023,TXN0000007958,24/12/2023 15:04:48,28995.18,D,0,DEV0005,payment
ACC000044,TXN0000015344,24/12/2023 15:39:30,23331.97,C,0,DEV0043,jzzcsh
ACC000035,TXN0000012297,24/12/2023 15:52:45,2159.13,C,0,DEV0172,other3
ACC000036,TXN0000012598,24/12/2023 15:54:20,8297.84,D,0,DEV0131,other2
ACC000050,TXN0000017606,24/12/2023 16:01:48,10419.82,D,0,DEV0090,nypy
ACC000025,TXN0000008646,24/12/2023 16:03:49,1603.78,C,0,DEV0111,other1
ACC000040,TXN0000013969,24/12/2023 16:10:33,15291.51,D,0,DEV0059,other2
ACC000004,TXN0000001147,24/12/2023 16:11:25,63722.64,C,0,DEV0054,nypy
ACC000049,TXN0000017137,24/12/2023 16:15:38,4966.78,D,0,DEV0069,other2
ACC000004,TXN0000001151,24/12/2023 16:18:39,64035.94,D,0,DEV0054,payment
ACC000025,TXN0000008643,24/12/2023 16:18:49,1388.24,D,0,DEV0075,payment
ACC000037,TXN0000012942,24/12/2023 16:27:21,32663.22,D,0,DEV0076,jzzcsh
ACC000035,TXN0000012298,24/12/2023 16:35:04,779.9,D,0,DEV0186,transfer
ACC000049,TXN0000017138,24/12/2023 16:38:24,2368.61,D,0,DEV0069,payment
ACC000049,TXN0000017139,24/12/2023 16:39:12,3304.7,D,1,DEV0069,other2
ACC000050,TXN0000017608,24/12/2023 16:41:38,14630.28,D,0,DEV0090,nypy
ACC000007,TXN0000002146,24/12/2023 16:59:24,22763.22,D,0,DEV0160,other2
ACC000006,TXN0000001873,24/12/2023 17:00:29,49079.8,C,1,DEV0103,other3
ACC000013,TXN0000004051,24/12/2023 17:01:41,9663.11,C,0,DEV0010,ezpsa
ACC000014,TXN0000004366,24/12/2023 17:02:09,17965.58,D,0,DEV0138,transfer
ACC000013,TXN0000004052,24/12/2023 17:03:40,13769.72,D,0,DEV0104,other3
ACC000001,TXN0000000219,24/12/2023 17:06:12,24408.45,C,0,DEV0074,other2
ACC000016,TXN0000005140,24/12/2023 17:15:21,41934.85,D,0,DEV0102,jzzcsh
ACC000034,TXN0000011895,24/12/2023 17:23:24,2829.14,C,0,DEV0151,ezpsa
ACC000013,TXN0000004053,24/12/2023 17:30:51,44219.97,C,0,DEV0104,nypy
ACC000043,TXN0000014933,24/12/2023 17:32:06,7176.12,D,0,DEV0183,jzzcsh
ACC000028,TXN0000009562,24/12/2023 17:34:06,25062.02,C,0,DEV0101,other2
ACC000011,TXN0000003542,24/12/2023 17:39:31,13785.04,D,0,DEV0154,jzzcsh
ACC000014,TXN0000004367,24/12/2023 17:53:41,18166.92,D,0,DEV0017,transfer
ACC000040,TXN0000013968,24/12/2023 18:00:32,38144.97,D,0,DEV0059,other1
ACC000003,TXN0000000776,24/12/2023 18:13:49,26760.91,C,0,DEV0113,transfer
ACC000030,TXN0000010366,24/12/2023 18:16:10,29812.66,C,0,DEV0129,payment
ACC000040,TXN0000013967,24/12/2023 18:18:18,40901.14,C,1,DEV0059,other2
ACC000041,TXN0000014249,24/12/2023 18:24:59,84275.43,C,0,DEV0161,jzzcsh
ACC000017,TXN0000005497,24/12/2023 18:27:03,6611.7,D,0,DEV0083,ezpsa
ACC000050,TXN0000017604,24/12/2023 18:29:01,15532.56,D,0,DEV0090,jzzcsh
ACC000050,TXN0000017605,24/12/2023 18:30:03,26192.34,C,0,DEV0090,payment
ACC000034,TXN0000011896,24/12/2023 18:32:27,1502.77,D,0,DEV0033,nypy
ACC000044,TXN0000015349,24/12/2023 18:34:48,22098.56,D,0,DEV0006,other1
ACC000029,TXN0000010012,24/12/2023 18:36:17,25531.76,D,0,DEV0087,other3
ACC000045,TXN0000015841,24/12/2023 18:38:33,26737.62,D,0,DEV0139,ezpsa
ACC000003,TXN0000000774,24/12/2023 18:42:00,33803.75,C,0,DEV0113,jzzcsh
ACC000019,TXN0000006285,24/12/2023 18:42:20,4145.84,D,0,DEV0055,jzzcsh
ACC000040,TXN0000013972,24/12/2023 18:44:59,33872.08,C,0,DEV0059,other2
ACC000044,TXN0000015346,24/12/2023 18:53:40,15368.06,D,0,DEV0006,nypy
ACC000038,TXN0001013334,24/12/2023 18:56:25,96580.0,D,1,DEV0061,nypy
ACC000038,TXN0000013334,24/12/2023 18:56:25,54429.98,D,0,DEV0118,nypy
ACC000001,TXN0000000217,24/12/2023 18:57:08,17344.63,C,0,DEV0177,ezpsa
ACC000048,TXN0000016712,24/12/2023 19:08:13,34381.57,D,0,DEV0019,transfer
ACC000031,TXN0000010843,24/12/2023 19:11:18,30303.53,D,0,DEV0135,jzzcsh
ACC000017,TXN0000005498,24/12/2023 19:15:17,11448.04,C,0,DEV0083,payment
ACC000036,TXN0000012600,24/12/2023 19:22:04,9623.62,C,0,DEV0131,jzzcsh
ACC000045,TXN0000015846,24/12/2023 19:22:13,19857.88,D,0,DEV0139,other1
ACC000031,TXN0000010844,24/12/2023 19:23:00,26190.34,D,0,DEV0135,jzzcsh
ACC000017,TXN0000005496,24/12/2023 19:31:24,7894.63,D,0,DEV0009,transfer
ACC000031,TXN0000010839,24/12/2023 19:31:50,33850.47,D,0,DEV0135,ezpsa
ACC000017,TXN0000005500,24/12/2023 19:33:09,7473.76,D,0,DEV0052,other1
ACC000020,TXN0000006719,24/12/2023 19:35:53,18177.32,C,0,DEV0175,nypy
ACC000031,TXN0000010840,24/12/2023 19:41:25,55411.22,D,1,DEV0135,jzzcsh
ACC000026,TXN0000008964,24/12/2023 19:56:53,30182.63,D,0,DEV0057,jzzcsh
ACC000044,TXN0000015345,24/12/2023 19:57:32,41847.55,C,0,DEV0029,nypy
ACC000022,TXN0000007596,24/12/2023 20:35:50,8425.37,C,0,DEV0112,jzzcsh
ACC000020,TXN0000006720,24/12/2023 21:22:15,26601.65,C,0,DEV0082,ezpsa
ACC000047,TXN0000016422,24/12/2023 21:46:23,3983.27,D,0,DEV0173,other3
ACC000049,TXN0000017134,24/12/2023 21:59:09,3792.77,C,0,DEV0069,jzzcsh
ACC000038,TXN0000013332,24/12/2023 22:38:38,62202.8,C,0,DEV0140,other3
ACC000030,TXN0000010369,24/12/2023 23:23:28,52542.15,D,1,DEV0129,nypy
ACC000011,TXN0000003546,25/12/2023 00:24:58,17095.73,C,0,DEV0006,ezpsa
ACC000040,TXN0000013973,25/12/2023 01:37:53,27038.42,C,0,DEV0059,other1
ACC000028,TXN0000009571,25/12/2023 02:43:11,11398.98,D,0,DEV0101,payment
ACC000016,TXN0000005142,25/12/2023 02:44:39,41540.44,D,0,DEV0160,other3
ACC000022,TXN0000007598,25/12/2023 03:15:04,8024.5,C,0,DEV0112,other1
ACC000037,TXN0000012946,25/12/2023 04:45:13,74112.4,C,0,DEV0013,other1
ACC000038,TXN0000013335,25/12/2023 04:51:53,32353.85,D,0,DEV0090,other1
ACC000011,TXN0000003548,25/12/2023 06:02:17,14578.64,D,0,DEV0065,nypy
ACC000034,TXN0000011900,25/12/2023 06:03:07,3271.44,C,0,DEV0151,payment
ACC000037,TXN0000012949,25/12/2023 06:43:03,23120.86,D,0,DEV0076,jzzcsh
ACC000038,TXN0000013336,25/12/2023 08:02:55,52156.13,D,0,DEV0140,other3
ACC000005,TXN0000001489,25/12/2023 08:14:37,6542.37,D,1,DEV0187,payment
ACC000045,TXN0000015849,25/12/2023 08:25:12,19336.39,C,0,DEV0139,other3
ACC000045,TXN0000015847,25/12/2023 08:32:58,29102.32,C,0,DEV0139,transfer
ACC000018,TXN0000005843,25/12/2023 08:45:31,22645.15,C,0,DEV0080,payment
ACC000015,TXN0000004805,25/12/2023 08:47:31,26032.06,C,0,DEV0003,other2
ACC000015,TXN0000004801,25/12/2023 08:55:11,20804.84,D,0,DEV0199,other3
ACC000025,TXN0000008649,25/12/2023 08:58:29,720.47,D,0,DEV0075,other2
